Date,MarketCap,,,
2014-06-02,142100000000.00,,,
2014-06-19,150500000000.00,,,
2014-07-09,152400000000.00,,,
2014-07-28,148000000000.00,,,
2014-08-14,154000000000.00,,,
2014-09-03,156600000000.00,,,
2014-09-22,149900000000.00,,,
2014-10-09,146000000000.00,,,
2014-10-28,136900000000.00,,,
2014-11-14,151800000000.00,,,
2014-12-04,146700000000.00,,,
2014-12-23,141800000000.00,,,
2015-01-13,137100000000.00,,,
2015-02-02,169300000000.00,,,
2015-02-20,178600000000.00,,,
2015-03-11,170500000000.00,,,
2015-03-30,174300000000.00,,,
2015-04-17,174900000000.00,,,
2015-05-06,195200000000.00,,,
2015-05-26,198100000000.00,,,
2015-06-12,200200000000.00,,,
2015-07-01,204700000000.00,,,
2015-07-21,228200000000.00,,,
2015-08-07,244400000000.00,,,
2015-08-26,234200000000.00,,,
2015-09-15,244300000000.00,,,
2015-10-02,249800000000.00,,,
2015-10-21,260500000000.00,,,
2015-11-09,307300000000.00,,,
2015-11-27,315600000000.00,,,
2015-12-16,316800000000.00,,,
2016-01-06,298000000000.00,,,
2016-01-26,283100000000.00,,,
2016-02-12,238800000000.00,,,
2016-03-03,271900000000.00,,,
2016-03-22,263900000000.00,,,
2016-04-11,281300000000.00,,,
2016-04-28,284000000000.00,,,
2016-05-17,328000000000.00,,,
2016-06-06,342900000000.00,,,
2016-06-23,340700000000.00,,,
2016-07-13,352000000000.00,,,
2016-08-01,364000000000.00,,,
2016-08-18,362400000000.00,,,
2016-09-07,371900000000.00,,,
2016-09-26,378900000000.00,,,
2016-10-13,393900000000.00,,,
2016-11-01,373200000000.00,,,
2016-11-18,361200000000.00,,,
2016-12-08,364600000000.00,,,
2016-12-28,366900000000.00,,,
2017-01-18,385200000000.00,,,
2017-02-06,385400000000.00,,,
2017-02-24,403700000000.00,,,
2017-03-15,407400000000.00,,,
2017-04-03,426100000000.00,,,
2017-04-21,429500000000.00,,,
2017-05-10,453600000000.00,,,
2017-05-30,476400000000.00,,,
2017-06-16,472100000000.00,,,
2017-07-06,463300000000.00,,,
2017-07-25,499500000000.00,,,
2017-08-11,465000000000.00,,,
2017-08-30,464800000000.00,,,
2017-09-19,465900000000.00,,,
2017-10-06,477000000000.00,,,
2017-10-25,468800000000.00,,,
2017-11-13,544100000000.00,,,
2017-12-01,560100000000.00,,,
2017-12-20,567500000000.00,,,
2018-01-10,607100000000.00,,,
2018-01-30,696100000000.00,,,
2018-02-16,701300000000.00,,,
2018-03-08,752000000000.00,,,
2018-03-27,725500000000.00,,,
2018-04-16,699100000000.00,,,
2018-05-03,762800000000.00,,,
2018-05-22,767300000000.00,,,
2018-06-11,819600000000.00,,,
2018-06-28,825600000000.00,,,
2018-07-18,898900000000.00,,,
2018-08-06,901200000000.00,,,
2018-08-23,928100000000.00,,,
2018-09-12,970600000000.00,,,
2018-10-01,980100000000.00,,,
2018-10-18,865800000000.00,,,
2018-11-06,803300000000.00,,,
2018-11-26,773200000000.00,,,
2018-12-14,778400000000.00,,,
2019-01-04,773500000000.00,,,
2019-01-24,812900000000.00,,,
2019-02-12,804600000000.00,,,
2019-03-04,834100000000.00,,,
2019-03-22,867800000000.00,,,
2019-04-10,908900000000.00,,,
2019-04-30,948500000000.00,,,
2019-05-17,920200000000.00,,,
2019-06-06,863700000000.00,,,
2019-06-25,924700000000.00,,,
2019-07-15,998400000000.00,,,
2019-08-01,917700000000.00,,,
2019-08-20,891100000000.00,,,
2019-09-09,905900000000.00,,,
2019-09-26,860600000000.00,,,
2019-10-15,874200000000.00,,,
2019-11-01,886100000000.00,,,
,,,,
,,,,
,,,,
