Date,MarketCap,,,
2013-01-04,104600000000.00,,,
2013-02-06,103800000000.00,,,
2013-03-11,107300000000.00,,,
2013-04-11,108000000000.00,,,
2013-05-13,119700000000.00,,,
2013-06-13,124200000000.00,,,
2013-07-16,120800000000.00,,,
2013-08-15,109800000000.00,,,
2013-09-17,118300000000.00,,,
2013-10-17,119000000000.00,,,
2013-11-18,122300000000.00,,,
2013-12-19,125000000000.00,,,
2014-01-23,124800000000.00,,,
2014-02-25,122400000000.00,,,
2014-03-27,125900000000.00,,,
2014-04-29,131800000000.00,,,
2014-05-30,136000000000.00,,,
2014-07-01,153300000000.00,,,
2014-08-01,167100000000.00,,,
2014-09-03,171200000000.00,,,
2014-10-03,165300000000.00,,,
2014-11-04,167000000000.00,,,
2014-12-05,182100000000.00,,,
2015-01-08,174200000000.00,,,
2015-02-10,159600000000.00,,,
2015-03-13,146500000000.00,,,
2015-04-15,155700000000.00,,,
2015-05-15,156500000000.00,,,
2015-06-17,151600000000.00,,,
2015-07-20,138300000000.00,,,
2015-08-19,134800000000.00,,,
2015-09-21,138600000000.00,,,
2015-10-21,157500000000.00,,,
2015-11-20,163600000000.00,,,
2015-12-23,165200000000.00,,,
2016-01-27,140900000000.00,,,
2016-02-29,139800000000.00,,,
2016-03-31,152600000000.00,,,
2016-05-02,144500000000.00,,,
2016-06-02,150000000000.00,,,
2016-07-05,154500000000.00,,,
2016-08-04,163600000000.00,,,
2016-09-06,173000000000.00,,,
2016-10-06,180400000000.00,,,
2016-11-07,164400000000.00,,,
2016-12-08,169200000000.00,,,
2017-01-11,174800000000.00,,,
2017-02-13,169300000000.00,,,
2017-03-16,166100000000.00,,,
2017-04-18,168400000000.00,,,
2017-05-18,165900000000.00,,,
2017-06-20,164200000000.00,,,
2017-07-21,163200000000.00,,,
2017-08-22,162800000000.00,,,
2017-09-22,174700000000.00,,,
2017-10-24,191600000000.00,,,
2017-11-24,209400000000.00,,,
2017-12-27,215800000000.00,,,
2018-01-30,228700000000.00,,,
2018-03-02,228600000000.00,,,
2018-04-04,233000000000.00,,,
2018-05-04,246000000000.00,,,
2018-06-06,265800000000.00,,,
2018-07-09,239100000000.00,,,
2018-08-08,230400000000.00,,,
2018-09-10,213500000000.00,,,
2018-10-10,204500000000.00,,,
2018-11-09,219600000000.00,,,
2018-12-13,220400000000.00,,,
2019-01-16,217400000000.00,,,
2019-02-19,231100000000.00,,,
2019-03-22,239600000000.00,,,
2019-04-24,262900000000.00,,,
2019-05-24,199500000000.00,,,
2019-06-26,215700000000.00,,,
2019-07-29,232600000000.00,,,
2019-08-28,202800000000.00,,,
2019-09-30,228300000000.00,,,
2019-10-30,250700000000.00,,,
,,,,
,,,,
,,,,
